order_id,order_date,ship_mode,segment,country,city,state,postal_code,region,category,sub_category,product_id,cost_price,list_price,quantity,discount_percent,discount,sale_price,profit,profit_margin,year,month,month_name,quarter
2936,2023-10-11,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,OFF-EN-10000927,30,40,1,3,1.2,38.8,8.799999999999997,22.68,2023,10,October,4
2937,2022-08-17,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001636,40,50,7,4,2.0,48.0,8.0,16.67,2022,8,August,3
2938,2023-04-19,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10001736,220,250,7,3,7.5,242.5,22.5,9.28,2023,4,April,2
2939,2023-03-27,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,OFF-PA-10000482,160,190,5,4,7.6,182.4,22.400000000000006,12.28,2023,3,March,1
2940,2022-10-22,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10001658,50,60,3,3,1.8,58.2,8.200000000000003,14.09,2022,10,October,4
2941,2023-10-18,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10000422,80,90,1,3,2.7,87.3,7.299999999999997,8.36,2023,10,October,4
2942,2023-10-10,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10004675,1390,1530,7,5,76.5,1453.5,63.5,4.37,2023,10,October,4
2943,2022-07-28,Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,FUR-CH-10002880,350,370,3,5,18.5,351.5,1.5,0.43,2022,7,July,3
2944,2022-09-05,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,OFF-ST-10000675,290,310,9,3,9.3,300.7,10.699999999999989,3.56,2022,9,September,3
2945,2023-10-09,Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,FUR-FU-10002685,20,20,1,3,0.6,19.4,-0.6000000000000014,-3.09,2023,10,October,4
2946,2022-02-23,First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,FUR-FU-10004020,40,40,7,2,0.8,39.2,-0.7999999999999972,-2.04,2022,2,February,1
2947,2022-11-06,Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings,FUR-FU-10004963,20,30,3,4,1.2,28.8,8.8,30.56,2022,11,November,4
2948,2022-01-13,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,OFF-BI-10000174,50,60,14,3,1.8,58.2,8.200000000000003,14.09,2022,1,January,1
2949,2023-07-11,Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,OFF-EN-10000461,30,40,5,4,1.6,38.4,8.399999999999999,21.87,2023,7,July,3
2950,2022-07-22,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories,TEC-AC-10001266,40,40,4,3,1.2,38.8,-1.2000000000000028,-3.09,2022,7,July,3
2951,2022-05-16,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,OFF-PA-10002160,20,20,5,4,0.8,19.2,-0.8000000000000007,-4.17,2022,5,May,2
2952,2023-04-01,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs,FUR-CH-10004875,100,110,2,3,3.3,106.7,6.700000000000003,6.28,2023,4,April,2
2953,2023-09-06,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,FUR-FU-10000305,90,110,2,5,5.5,104.5,14.5,13.88,2023,9,September,3
2954,2022-07-16,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,TEC-PH-10000347,10,10,2,2,0.2,9.8,-0.1999999999999993,-2.04,2022,7,July,3
2955,2022-07-28,Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,TEC-PH-10001459,590,670,2,4,26.8,643.2,53.200000000000045,8.27,2022,7,July,3
2956,2023-08-21,Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,TEC-PH-10000439,30,40,1,5,2.0,38.0,8.0,21.05,2023,8,August,3
2957,2023-09-08,Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,FUR-CH-10002647,180,190,3,4,7.6,182.4,2.4000000000000057,1.32,2023,9,September,3
2958,2023-12-31,Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,OFF-BI-10003910,0,0,1,3,0.0,0.0,0.0,0.0,2023,12,December,4
2959,2023-03-25,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10001097,20,20,4,3,0.6,19.4,-0.6000000000000014,-3.09,2023,3,March,1
2960,2023-04-06,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,OFF-FA-10004854,40,50,4,3,1.5,48.5,8.5,17.53,2023,4,April,2
2961,2023-07-21,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Paper,OFF-PA-10003673,20,20,3,3,0.6,19.4,-0.6000000000000014,-3.09,2023,7,July,3
2962,2022-12-07,Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Labels,OFF-LA-10002034,40,40,8,3,1.2,38.8,-1.2000000000000028,-3.09,2022,12,December,4
2963,2022-02-20,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,FUR-CH-10002774,70,80,2,5,4.0,76.0,6.0,7.89,2022,2,February,1
2964,2023-05-17,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,FUR-CH-10003817,80,100,2,2,2.0,98.0,18.0,18.37,2023,5,May,2
2965,2023-04-11,Second Class,Corporate,United States,Oceanside,California,92054,West,Office Supplies,Binders,OFF-BI-10002949,20,20,5,2,0.4,19.6,-0.3999999999999986,-2.04,2023,4,April,2
2966,2022-02-28,Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings,FUR-FU-10002445,20,20,2,2,0.4,19.6,-0.3999999999999986,-2.04,2022,2,February,1
2967,2022-11-11,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,FUR-FU-10001473,30,30,6,4,1.2,28.8,-1.1999999999999993,-4.17,2022,11,November,4
2968,2023-11-21,Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Storage,OFF-ST-10002562,30,30,4,4,1.2,28.8,-1.1999999999999993,-4.17,2023,11,November,4
2969,2023-04-23,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,OFF-AP-10002118,410,500,3,2,10.0,490.0,80.0,16.33,2023,4,April,2
2970,2022-02-05,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,OFF-PA-10001800,30,30,6,2,0.6,29.4,-0.6000000000000014,-2.04,2022,2,February,1
2971,2023-12-23,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,OFF-BI-10002827,10,10,8,4,0.4,9.6,-0.40000000000000036,-4.17,2023,12,December,4
2972,2023-12-16,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,FUR-FU-10004671,30,30,2,4,1.2,28.8,-1.1999999999999993,-4.17,2023,12,December,4
2973,2022-05-28,Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,OFF-ST-10000736,240,260,4,5,13.0,247.0,7.0,2.83,2022,5,May,2
2974,2023-03-07,Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,OFF-BI-10004656,10,10,5,4,0.4,9.6,-0.40000000000000036,-4.17,2023,3,March,1
2975,2022-01-23,Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables,FUR-TA-10001095,210,240,2,2,4.8,235.2,25.19999999999999,10.71,2022,1,January,1
2976,2022-06-19,Standard Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Paper,OFF-PA-10000213,20,20,4,4,0.8,19.2,-0.8000000000000007,-4.17,2022,6,June,2
2977,2022-12-15,Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,FUR-CH-10001797,160,190,7,2,3.8,186.2,26.19999999999999,14.07,2022,12,December,4
2978,2022-02-24,Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,OFF-ST-10002214,20,20,2,2,0.4,19.6,-0.3999999999999986,-2.04,2022,2,February,1
2979,2022-04-12,Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,FUR-CH-10000422,460,550,6,3,16.5,533.5,73.5,13.78,2022,4,April,2
2980,2023-02-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,OFF-PA-10003848,20,20,4,4,0.8,19.2,-0.8000000000000007,-4.17,2023,2,February,1
2981,2022-06-13,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,FUR-FU-10003623,40,40,2,5,2.0,38.0,-2.0,-5.26,2022,6,June,2
2982,2023-05-01,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,FUR-CH-10001797,100,120,4,4,4.8,115.2,15.200000000000003,13.19,2023,5,May,2
2983,2022-12-09,Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,OFF-BI-10003094,10,10,4,3,0.3,9.7,-0.3000000000000007,-3.09,2022,12,December,4
2984,2023-09-07,Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,OFF-ST-10002205,50,50,3,3,1.5,48.5,-1.5,-3.09,2023,9,September,3
2985,2022-01-28,Second Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,FUR-TA-10003238,230,280,1,4,11.2,268.8,38.80000000000001,14.43,2022,1,January,1
2986,2023-07-31,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,FUR-FU-10000755,20,20,4,2,0.4,19.6,-0.3999999999999986,-2.04,2023,7,July,3
2987,2023-01-30,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,OFF-PA-10002893,20,20,2,3,0.6,19.4,-0.6000000000000014,-3.09,2023,1,January,1
2988,2022-05-25,Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,OFF-ST-10000689,1140,1270,9,5,63.5,1206.5,66.5,5.51,2022,5,May,2
2989,2022-04-05,Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,TEC-AC-10004227,10,10,1,2,0.2,9.8,-0.1999999999999993,-2.04,2022,4,April,2
2990,2022-06-08,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10000174,20,20,4,2,0.4,19.6,-0.3999999999999986,-2.04,2022,6,June,2
2991,2023-05-22,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,OFF-ST-10001809,410,450,5,5,22.5,427.5,17.5,4.09,2023,5,May,2
2992,2022-04-05,Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,OFF-BI-10002309,30,30,7,5,1.5,28.5,-1.5,-5.26,2022,4,April,2
2993,2023-08-15,Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,OFF-AP-10004532,50,60,3,5,3.0,57.0,7.0,12.28,2023,8,August,3
2994,2022-05-25,Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,OFF-BI-10003091,840,900,4,5,45.0,855.0,15.0,1.75,2022,5,May,2
2995,2022-06-20,Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,OFF-BI-10004654,50,60,4,2,1.2,58.8,8.799999999999997,14.97,2022,6,June,2
2996,2023-02-15,Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,OFF-ST-10000760,50,60,5,3,1.8,58.2,8.200000000000003,14.09,2023,2,February,1
2997,2022-11-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,OFF-EN-10001539,20,20,4,5,1.0,19.0,-1.0,-5.26,2022,11,November,4
2998,2022-10-08,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,FUR-FU-10000550,0,0,1,3,0.0,0.0,0.0,0.0,2022,10,October,4
2999,2022-07-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,TEC-AC-10003628,90,100,4,2,2.0,98.0,8.0,8.16,2022,7,July,3
3000,2022-05-24,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Machines,TEC-MA-10004521,200,210,3,4,8.4,201.6,1.5999999999999943,0.79,2022,5,May,2
3001,2022-03-07,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,OFF-AP-10003860,40,40,2,4,1.6,38.4,-1.6000000000000014,-4.17,2022,3,March,1
3002,2023-04-29,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,OFF-BI-10000069,10,10,2,3,0.3,9.7,-0.3000000000000007,-3.09,2023,4,April,2
3003,2022-04-01,Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Binders,OFF-BI-10003655,20,20,5,5,1.0,19.0,-1.0,-5.26,2022,4,April,2
3004,2022-08-30,Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,OFF-BI-10001628,30,30,4,2,0.6,29.4,-0.6000000000000014,-2.04,2022,8,August,3
3005,2023-01-09,First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,OFF-AP-10003779,190,210,1,3,6.3,203.7,13.699999999999989,6.73,2023,1,January,1
3006,2022-07-15,Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Binders,OFF-BI-10000666,80,90,3,4,3.6,86.4,6.400000000000006,7.41,2022,7,July,3
3007,2022-04-29,First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,OFF-AP-10000828,720,900,5,5,45.0,855.0,135.0,15.79,2022,4,April,2
3008,2022-02-24,Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,OFF-BI-10002706,30,30,3,5,1.5,28.5,-1.5,-5.26,2022,2,February,1
3009,2023-01-26,First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,Furnishings,FUR-FU-10004748,160,190,3,2,3.8,186.2,26.19999999999999,14.07,2023,1,January,1
3010,2022-07-29,Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10000026,210,240,5,4,9.6,230.4,20.400000000000006,8.85,2022,7,July,3
3011,2023-03-09,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10000773,10,10,5,2,0.2,9.8,-0.1999999999999993,-2.04,2023,3,March,1
3012,2022-01-16,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Technology,Machines,TEC-MA-10000822,2190,2550,5,5,127.5,2422.5,232.5,9.6,2022,1,January,1
3013,2022-08-01,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10001543,20,20,2,5,1.0,19.0,-1.0,-5.26,2022,8,August,3
3014,2023-10-23,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,OFF-BI-10003355,10,10,6,3,0.3,9.7,-0.3000000000000007,-3.09,2023,10,October,4
3015,2023-11-26,Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Paper,OFF-PA-10002005,20,20,4,4,0.8,19.2,-0.8000000000000007,-4.17,2023,11,November,4
3016,2023-07-09,Standard Class,Home Office,United States,New York City,New York,10035,East,Furniture,Tables,FUR-TA-10004154,290,340,2,4,13.6,326.4,36.39999999999998,11.15,2023,7,July,3
3017,2023-07-06,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Office Supplies,Storage,OFF-ST-10002743,650,730,8,2,14.6,715.4,65.39999999999998,9.14,2023,7,July,3
3018,2023-09-04,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Furniture,Furnishings,FUR-FU-10004973,20,20,3,5,1.0,19.0,-1.0,-5.26,2023,9,September,3
3019,2022-10-02,Standard Class,Home Office,United States,Pharr,Texas,78577,Central,Technology,Accessories,TEC-AC-10002842,590,670,7,5,33.5,636.5,46.5,7.31,2022,10,October,4
3020,2023-08-27,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Fasteners,OFF-FA-10002701,10,10,3,3,0.3,9.7,-0.3000000000000007,-3.09,2023,8,August,3
3021,2023-03-10,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Paper,OFF-PA-10001125,80,90,3,2,1.8,88.2,8.200000000000003,9.3,2023,3,March,1
3022,2022-02-23,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Furniture,Furnishings,FUR-FU-10004090,60,70,3,5,3.5,66.5,6.5,9.77,2022,2,February,1
3023,2023-10-20,Standard Class,Consumer,United States,West Jordan,Utah,84084,West,Office Supplies,Binders,OFF-BI-10001510,80,90,5,4,3.6,86.4,6.400000000000006,7.41,2023,10,October,4
3024,2022-09-12,Standard Class,Consumer,United States,Brownsville,Texas,78521,Central,Furniture,Bookcases,FUR-BO-10002202,260,330,2,2,6.6,323.4,63.39999999999998,19.6,2022,9,September,3
3025,2023-06-13,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Binders,OFF-BI-10001922,40,50,11,5,2.5,47.5,7.5,15.79,2023,6,June,2
3026,2023-09-11,Standard Class,Consumer,United States,New York City,New York,10011,East,Office Supplies,Paper,OFF-PA-10001667,20,20,3,2,0.4,19.6,-0.3999999999999986,-2.04,2023,9,September,3
3027,2023-09-18,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,FUR-FU-10001488,220,250,3,2,5.0,245.0,25.0,10.2,2023,9,September,3
3028,2023-11-06,Same Day,Corporate,United States,Billings,Montana,59102,West,Office Supplies,Binders,OFF-BI-10002799,10,10,2,4,0.4,9.6,-0.40000000000000036,-4.17,2023,11,November,4
3029,2022-05-30,Standard Class,Consumer,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,FUR-CH-10003846,400,500,5,3,15.0,485.0,85.0,17.53,2022,5,May,2
3030,2023-06-17,Standard Class,Corporate,United States,Gresham,Oregon,97030,West,Technology,Phones,TEC-PH-10003691,340,400,4,5,20.0,380.0,40.0,10.53,2023,6,June,2
3031,2022-09-11,Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Furniture,Bookcases,FUR-BO-10000468,150,190,4,5,9.5,180.5,30.5,16.9,2022,9,September,3
3032,2023-01-12,Standard Class,Corporate,United States,Lincoln Park,Michigan,48146,Central,Office Supplies,Art,OFF-AR-10001044,30,30,1,5,1.5,28.5,-1.5,-5.26,2023,1,January,1
3033,2023-01-03,Standard Class,Consumer,United States,Gresham,Oregon,97030,West,Furniture,Chairs,FUR-CH-10003833,190,200,4,4,8.0,192.0,2.0,1.04,2023,1,January,1
3034,2022-12-04,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Paper,OFF-PA-10004355,20,20,4,3,0.6,19.4,-0.6000000000000014,-3.09,2022,12,December,4
3035,2023-10-20,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Technology,Accessories,TEC-AC-10003038,40,50,6,2,1.0,49.0,9.0,18.37,2023,10,October,4
3036,2023-08-10,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Binders,OFF-BI-10002799,40,40,7,5,2.0,38.0,-2.0,-5.26,2023,8,August,3
3037,2022-03-18,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Art,OFF-AR-10003582,50,60,2,3,1.8,58.2,8.200000000000003,14.09,2022,3,March,1
3038,2023-04-14,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Office Supplies,Paper,OFF-PA-10004451,20,30,5,4,1.2,28.8,8.8,30.56,2023,4,April,2
3039,2023-02-19,Standard Class,Consumer,United States,Monroe,Louisiana,71203,South,Furniture,Furnishings,FUR-FU-10004666,30,30,2,3,0.9,29.1,-0.8999999999999986,-3.09,2023,2,February,1
3040,2023-01-12,Standard Class,Corporate,United States,Pasadena,California,91104,West,Furniture,Tables,FUR-TA-10001520,160,170,3,4,6.8,163.2,3.1999999999999886,1.96,2023,1,January,1
3041,2022-09-28,Standard Class,Consumer,United States,Chattanooga,Tennessee,37421,South,Furniture,Furnishings,FUR-FU-10004270,20,20,5,3,0.6,19.4,-0.6000000000000014,-3.09,2022,9,September,3
3042,2022-04-11,Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Paper,OFF-PA-10003172,10,10,2,5,0.5,9.5,-0.5,-5.26,2022,4,April,2
3043,2023-06-22,Same Day,Home Office,United States,Long Beach,California,90805,West,Office Supplies,Envelopes,OFF-EN-10002312,20,20,2,4,0.8,19.2,-0.8000000000000007,-4.17,2023,6,June,2
3044,2023-08-13,Same Day,Home Office,United States,Long Beach,California,90805,West,Furniture,Chairs,FUR-CH-10002320,1850,2050,8,2,41.0,2009.0,159.0,7.91,2023,8,August,3
3045,2023-12-20,Second Class,Consumer,United States,Troy,Ohio,45373,East,Technology,Phones,TEC-PH-10001530,900,1020,5,3,30.6,989.4,89.39999999999998,9.04,2023,12,December,4
3046,2023-01-24,Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Art,OFF-AR-10001216,10,10,5,3,0.3,9.7,-0.3000000000000007,-3.09,2023,1,January,1
3047,2023-12-14,Second Class,Home Office,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Paper,OFF-PA-10003127,20,30,1,3,0.9,29.1,9.100000000000001,31.27,2023,12,December,4
3048,2022-04-07,Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,OFF-BI-10003910,30,40,7,4,1.6,38.4,8.399999999999999,21.87,2022,4,April,2
3049,2022-05-04,First Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Tables,FUR-TA-10004534,380,410,2,3,12.3,397.7,17.69999999999999,4.45,2022,5,May,2
3050,2022-08-03,First Class,Home Office,United States,Columbus,Georgia,31907,South,Technology,Accessories,TEC-AC-10000892,320,360,4,3,10.8,349.2,29.19999999999999,8.36,2022,8,August,3
3051,2023-05-19,Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Furniture,Furnishings,FUR-FU-10003247,30,40,2,2,0.8,39.2,9.200000000000003,23.47,2023,5,May,2
3052,2022-11-18,Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Appliances,OFF-AP-10004336,220,230,4,3,6.9,223.1,3.0999999999999943,1.39,2022,11,November,4
3053,2023-04-04,Standard Class,Home Office,United States,Meridian,Idaho,83642,West,Office Supplies,Paper,OFF-PA-10001295,40,40,2,4,1.6,38.4,-1.6000000000000014,-4.17,2023,4,April,2
3054,2023-01-25,Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Technology,Phones,TEC-PH-10002555,480,520,2,5,26.0,494.0,14.0,2.83,2023,1,January,1
3055,2023-09-18,Second Class,Home Office,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,OFF-BI-10000831,10,10,2,3,0.3,9.7,-0.3000000000000007,-3.09,2023,9,September,3
3056,2023-03-26,Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Copiers,TEC-CO-10001046,2630,2800,5,5,140.0,2660.0,30.0,1.13,2023,3,March,1
3057,2023-01-21,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Envelopes,OFF-EN-10002973,10,10,2,2,0.2,9.8,-0.1999999999999993,-2.04,2023,1,January,1
3058,2022-12-02,Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,OFF-LA-10001641,30,30,10,5,1.5,28.5,-1.5,-5.26,2022,12,December,4
3059,2022-09-11,Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Furnishings,FUR-FU-10003878,30,30,2,3,0.9,29.1,-0.8999999999999986,-3.09,2022,9,September,3
3060,2022-12-16,Second Class,Corporate,United States,San Francisco,California,94110,West,Furniture,Tables,FUR-TA-10003837,20,20,2,4,0.8,19.2,-0.8000000000000007,-4.17,2022,12,December,4
3061,2022-07-09,Standard Class,Corporate,United States,Newark,Ohio,43055,East,Technology,Accessories,TEC-AC-10002800,100,120,3,3,3.6,116.4,16.400000000000006,14.09,2022,7,July,3
3062,2022-02-22,Standard Class,Consumer,United States,Dallas,Texas,75081,Central,Office Supplies,Paper,OFF-PA-10001307,30,30,8,3,0.9,29.1,-0.8999999999999986,-3.09,2022,2,February,1
3063,2023-10-01,First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Phones,TEC-PH-10002350,70,80,3,3,2.4,77.6,7.599999999999994,9.79,2023,10,October,4
3064,2022-01-03,First Class,Corporate,United States,Newark,Delaware,19711,East,Technology,Accessories,TEC-AC-10000397,100,100,3,2,2.0,98.0,-2.0,-2.04,2022,1,January,1
3065,2023-07-06,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Storage,OFF-ST-10000615,80,90,8,4,3.6,86.4,6.400000000000006,7.41,2023,7,July,3
3066,2022-10-13,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Phones,TEC-PH-10004531,120,140,8,3,4.2,135.8,15.800000000000011,11.63,2022,10,October,4
3067,2023-09-30,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Technology,Accessories,TEC-AC-10004001,180,210,5,2,4.2,205.8,25.80000000000001,12.54,2023,9,September,3
3068,2023-01-12,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,OFF-PA-10001534,40,50,7,4,2.0,48.0,8.0,16.67,2023,1,January,1
3069,2022-04-15,Second Class,Home Office,United States,Albuquerque,New Mexico,87105,West,Office Supplies,Paper,OFF-PA-10001815,250,290,6,4,11.6,278.4,28.399999999999977,10.2,2022,4,April,2
3070,2023-10-05,Same Day,Home Office,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,OFF-AP-10003779,550,660,4,2,13.2,646.8,96.79999999999995,14.97,2023,10,October,4
3071,2022-02-14,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Storage,OFF-ST-10002011,2400,2930,7,3,87.9,2842.1,442.0999999999999,15.56,2022,2,February,1
3072,2022-01-09,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Furniture,Furnishings,FUR-FU-10002379,100,120,3,5,6.0,114.0,14.0,12.28,2022,1,January,1
3073,2022-08-11,Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Art,OFF-AR-10003752,50,60,5,2,1.2,58.8,8.799999999999997,14.97,2022,8,August,3
3074,2023-09-12,First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,OFF-ST-10003692,100,110,2,5,5.5,104.5,4.5,4.31,2023,9,September,3
3075,2022-12-18,Standard Class,Consumer,United States,Los Angeles,California,90032,West,Furniture,Bookcases,FUR-BO-10004409,100,120,2,2,2.4,117.6,17.599999999999994,14.97,2022,12,December,4
3076,2023-10-08,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Office Supplies,Storage,OFF-ST-10003306,290,340,3,4,13.6,326.4,36.39999999999998,11.15,2023,10,October,4
3077,2023-12-16,Standard Class,Home Office,United States,Dallas,Texas,75217,Central,Furniture,Furnishings,FUR-FU-10003724,20,20,5,5,1.0,19.0,-1.0,-5.26,2023,12,December,4
